S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
154,1/31/2023 17:00,2/21/2023 13:00,2/22/2023 13:00,[4G saturation OFC Tender 56 Chintapalli 19 Routes] [E-324077 VSK BA-19/14(11)/31/2023-CM PLG AND BTS V][2023_BSNL_143449_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam
155,1/31/2023 17:00,2/21/2023 17:30,2/22/2023 17:30,"[Supply, Testing, Installation and Commissioning of Transfection System] [IGIB/5-2NC/370/22-23(1138)][2023_CSIR_143488_1]",Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR
156,1/31/2023 16:00,2/21/2023 15:00,2/22/2023 15:30,[Supply installation testing and commissioning of 1 No. Thermal camera in the waterfront side of Port with 5 years CAMC after post warranty of 1 year] [MEE-SE-ELE-2875-2022][2023_VOCPT_143447_1],V.O.Chidambaranar Port Trust||Mechanical and Electrical Department - Administration Office
157,1/31/2023 14:00,2/11/2023 18:00,2/13/2023 11:00,[Repairing Retrofitting work for RCC base floor and wall of basement of Special and Multifunctional Structures lab SMSL building at CSIR SERC Taramani Chennai 600113 ] [50(45)2022-23/CW/SE][2023_CSIR_143406_1],Council of Scientific and Industrial Research||SERC-Chennai - CSIR||ESD-SERC - CSIR
158,1/31/2023 14:00,2/28/2023 11:00,3/1/2023 11:00,"[Supply, Installation, Commissioning and Training of Surface Area Analyzer Instrument (BET)] [CIMFR/PUR-14(18)2021][2023_CSIR_143398_1]",Council of Scientific and Industrial Research||CIMFR-Dhanbad - CSIR
159,1/31/2023 9:00,2/13/2023 11:00,2/14/2023 11:30,[Engagement of user fee collection agency on the basis of competitive bidding through for Brahmanapalli fee plaza at km 348.720 for the section from Veggam palle- Dornala T-Junction section NH-565 in the State of Andhra Pradesh] [NHAI/13013/547/CO/ 22-23/CB/Brahmanapalli FP][2023_NHAI_143379_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
160,1/31/2023 9:00,3/1/2023 15:00,3/2/2023 16:00,[MODERNIZATION AND UPGRADATION OF FISHING HARBOUR AT VISHAKHAPATNAM PORT SUPPLY INSTALLATION COMMISSIONING AND TESTING OF FLOATING JETTY] [IENG/CP/EE(FH)/T/75 dtd 30.01.2023][2023_VPT_143372_1],Visakhapatnam Port Trust||Civil Engineering - VPT||SE CP Division - VPT
161,1/31/2023 9:00,3/1/2023 15:00,3/2/2023 16:00,[MODERNIZATION AND UPGRADATION OF FISHING HARBOUR AT VISHAKHAPATNAM PORT SUPPLY INSTALLATION COMMISSIONING AND TESTING OF FLOATING JETTY] [IENG/CP/EE(FH)/T/75 dtd 30.01.2023][2023_VPT_143372_1],Visakhapatnam Port Trust||Civil Engineering - VPT||SE CP Division - VPT
162,1/30/2023 18:55,2/13/2023 15:00,2/14/2023 15:00,"[EOI Document For Selection of backend Partner for Supply,Installation, Testing and Commissioning of Renewable Energy based Off-Grid Power System] [TCIL/ITBD/2023/N/REOFG][2023_TCIL_143354_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Business Development Division - TCIL
163,1/30/2023 18:55,2/13/2023 15:00,2/14/2023 15:00,"[EOI Document For Selection of backend Partner for Supply,Installation, Testing and Commissioning of Renewable Energy based On-Grid / Hybrid Power System] [TCIL/ITBD/2023/N/REONG][2023_TCIL_143345_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Business Development Division - TCIL
164,1/30/2023 18:45,2/9/2023 15:00,2/11/2023 16:00,"[Comprehensive maintenance of Window , Split AC units, AFD system and operation, monitoring and general maintenance of different electro-mechanical services at TE building Guskara, OA-Burdwan of Asansol BA.(2nd call).] [29/BSNL ED-ASL/2022-23(2nd call) Date 30.01.2023][2023_BSNL_143355_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||CE (Electrical)
165,1/30/2023 17:15,3/1/2023 15:00,3/2/2023 15:00,[NIT for Supply and Installation of Nanobio Spectrophotometer ] [CIMAP/PUR-311(01)2022][2023_CSIR_143335_1],Council of Scientific and Industrial Research||CIMAP-Lucknow - CSIR||Purchase-CIMAP - CSIR
166,1/30/2023 17:00,2/7/2023 17:00,2/8/2023 17:30,[Replacement of old MV panel in CCR hall.] [AAI/CBIA/ENGG(E)/MV PANEL/22-23][2022_AAI_138195_2],Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG ELECT-SR - AAI
167,1/30/2023 16:30,2/14/2023 11:00,2/15/2023 11:00,"[RFPForAppointment OfSafetyConsultants ForDPRStage 4L Rajol Thanpuri (Km72to85.135)PkgIIB, 2LPSParourChauntra (100.84to140.625)PkgIII, 2LPSChauntraPadhar (140.625to180)PkgIV, 4LPSBijniMandi (202.815to208)PkgVB of Pathankot Mandi NH154 in HP (2nd Call)] [11011/95/Tender/2022-23/16A][2023_NHAI_143316_1]",National Highways Authority of India||RO-Shimla - NHAI||Shimla - NHAI
168,1/30/2023 16:00,2/8/2023 15:00,2/9/2023 15:00,"[Design, supply, installation, testing and commissioning of IP Based CCTV Surveillance System with 6 Six Years CAMC along with associated works at 4 Four Terminal Locations, 5 Five LPG Installations and 2 Two AFS locations under Bihar State Office.] [TCIL/2023/N/IOC-BIHAR-1][2023_TCIL_143306_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||IT Division - TCIL
169,1/30/2023 14:00,2/13/2023 11:00,2/14/2023 11:00,[Removal of technological waste from vicinity of Oil system of Ball Mills of Boiler 6 to 9.] [22-23/C-198/LTE-118][2023_BPSCL_143272_1],Bokaro Power Supply Company (P) Limited||Material Management Department - BPSCL
170,1/30/2023 9:00,2/20/2023 14:00,2/21/2023 15:00,[E-TENDER FOR OPTICAL FIBRE CABLE CONSTRUCTION AND ALLIED WORKS UNDER MUZAFFARPUR OPERATION AREA ] [GC-1115/MZP/OFC/2022-23][2023_BSNL_143224_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur
171,1/30/2023 9:00,2/20/2023 14:00,2/21/2023 15:00,[E-TENDER FOR OPTICAL FIBRE CABLE CONSTRUCTION AND ALLIED WORKS UNDER BETTIAH OPERATION AREA] [GC-1116/BTH/OFC/2022-23][2023_BSNL_143225_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur
172,1/30/2023 9:00,2/20/2023 14:00,2/21/2023 15:00,[E-TENDER FOR OPTICAL FIBRE CABLE CONSTRUCTION AND ALLIED WORKS UNDER HAJIPUR OPERATION AREA] [GC-1117/HJP/OFC/2022-23][2023_BSNL_143226_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur
173,1/30/2023 9:00,2/20/2023 14:00,2/21/2023 15:00,[E-TENDER FOR OPTICAL FIBRE CABLE CONSTRUCTION AND ALLIED WORKS UNDER MOTIHARI OPERATION AREA ] [GC-1118/MTH/OFC/2022-23][2023_BSNL_143227_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur
174,1/30/2023 9:00,2/20/2023 14:00,2/21/2023 15:00,[E-TENDER FOR OPTICAL FIBRE CABLE CONSTRUCTION AND ALLIED WORKS UNDER CHAPRA OPERATION AREA] [GC-1119/CHP/OFC/2022-23][2023_BSNL_143228_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur
175,1/30/2023 9:00,2/9/2023 11:00,2/10/2023 11:30,"[Rewinding of 1010 KVA EA set Alternator at CTO, Tallakulam, Madurai.] [24/EEE/ BSNL/ ED / MA / 2022-23][2023_BSNL_143187_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Tamilnadu Telecom Circle||CE(Electrical), Chennai"
176,1/28/2023 18:55,2/16/2023 15:00,2/17/2023 15:00,"[Providing and Fixing Metallic letters, logo, sculpture and excerpts in new entrance gate at CLRI, Adyar, Chennai-20.] [5(23)/2022/Pur/T-170][2023_CSIR_143214_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
177,1/28/2023 18:00,2/20/2023 9:30,2/21/2023 10:00,"[Repair and maintenance contract for all Civil infrastructure of Hostel blocks, cafeteria, Guest houses, cottage, swimming pool, Radar building, navigation building and all other allied facilities at CATC Prayagraj during the year 2023-24] [AAI/CATC/AGM(E-C)/334/23-24][2023_AAI_142891_1]",Airports Authority of India||Western Region - AAI||PORBANDAR - AAI||ENGG CIVIL-VAPR - AAI
178,1/28/2023 18:00,2/20/2023 9:30,2/21/2023 10:00,[Repair and maintenance contract for all civil infrastructure of Institute building campus at CATC Prayagraj during the year 2023-24] [AAI/CATC/AGM(E-C)/333/23-24][2023_AAI_142878_1],Airports Authority of India||Western Region - AAI||PORBANDAR - AAI||ENGG CIVIL-VAPR - AAI
179,1/28/2023 18:00,2/20/2023 9:30,2/21/2023 10:00,[Repair and maintenance contract for all civil infrastructure of Residential colony campus at CATC Prayagraj during the year 2023-24] [AAI/CATC/AGM(E-C)/335/23-24][2023_AAI_142899_1],Airports Authority of India||Western Region - AAI||PORBANDAR - AAI||ENGG CIVIL-VAPR - AAI
180,1/28/2023 17:00,2/13/2023 13:00,2/14/2023 14:00,[PROVIDING OF SECURITY CARE TAKING AND LOSS PREVENTION SERVICES ALONG JHBDPL PIPELINES INSTALLATIONS AND OFFICES UNDER JHARKHAND STATE] [GAIL/RNC/2023/S.NO.-106][2023_GAIL_143069_1],GAIL (India) Limited||GAIL India Limited- Ranchi
181,1/28/2023 16:00,2/21/2023 14:00,2/22/2023 15:00,"[EBID FOR IMPLEMENTATION OF MPLS VPN WAN PROJECT FOR SECL BILASPUR, DISTRIBUTED IN ITS VARIOUS LOCATIONS COMPRISING OF NETWORK EQUIPMENTS, INSTALLATION, CONFIGURATION, TESTING, COMMISSIONING, SETTING UP OF CENTRALIZED NOC , ITS MAINTENANCE AND SERVICE] [CGMT/CG/EB/SECL MPLS Tender/2022-23][2023_BSNL_143154_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur
182,1/28/2023 13:00,2/13/2023 13:00,2/14/2023 14:00,[PROVIDING OF SECURITY CARE TAKING AND LOSS PREVENTION SERVICES ALONG JHBDPL PIPELINE INSTALLATIONS IN UTTAR PRADESH O AND M BASE JHBDPL UNDER UP REGION] [GAIL/RNC/2023/SN-98][2023_GAIL_143032_1],GAIL (India) Limited||GAIL India Limited- Ranchi
183,1/28/2023 12:30,2/13/2023 13:00,2/14/2023 14:00,[PROVIDING OF SECURITY CARE TAKING AND LOSS PREVENTION SERVICES ALONG JHBDPL PIPELINE INSTALLATIONS AND OFFICES UNDER DURGAPUR AND KOLKATA IN WEST-BENGAL ] [GAIL/RNC/2023/S.NO.-109][2023_GAIL_143157_1],GAIL (India) Limited||GAIL India Limited- Ranchi
184,1/27/2023 18:00,2/22/2023 18:00,2/24/2023 11:00,"[Provision of electrical works for installing the AWOS instrument by IMD at 04 and 22 side of runway at Barapani Airport, Shillong.] [AAI/ENGG(E)/SHL/AWOS/22-23][2022_AAI_137948_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||ENGG ELECT-VAID - AAI
185,1/27/2023 17:30,2/17/2023 15:00,2/18/2023 15:00,"[Assembling, laying and linking of Railway track for main and loop lines with Contractors own P Way materials including supply of Ballast and Sleepers but excluding supply of Rails between Bhalumuda Km 13.375 and Gare Pelma 30.668] [BSP 57][2023_IRCON_143030_1]",IRCON International Limited||Chattishgarh - IRCON||Chatiishgrah Rail Project - IRCON
186,1/27/2023 17:30,2/13/2023 15:00,2/14/2023 15:00,[supply installation and commissioning of Electron Beam Powder Bed Fusion Additive Manufacturing Facility Make GE Additive Arcam ] [AMPRI/PUR/EQP/118(2022-23)][2023_CSIR_143096_1],Council of Scientific and Industrial Research||AMPRI - CSIR||Purchase-AMPRI - CSIR
187,1/27/2023 17:00,3/14/2023 11:00,3/15/2023 11:30,[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS] [NHAI/WSA/DBOT /North/1/ 2023][2023_NHAI_143094_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
188,1/27/2023 15:00,2/8/2023 18:00,2/10/2023 11:00,[Removing and Laying the delaminated tiles and laying of new tiles for damaged tiles in first floor of Dining hall near Auditorium building at CSIR SERC Taramani Chennai 600113] [402(19)2022-2023/CW/SE][2023_CSIR_143046_1],Council of Scientific and Industrial Research||SERC-Chennai - CSIR||ESD-SERC - CSIR
189,1/27/2023 15:00,2/17/2023 18:00,2/24/2023 11:00,[Reconstruction of G Taxiway 2nd call] [AAI/KOL/Engg. Civil/G Taxi/2nd call][2023_AAI_142879_1],Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG CIVIL-VECC - AAI
190,1/27/2023 13:45,2/9/2023 11:00,2/10/2023 12:00,[Construction of Gabion wall near POR narrow Bridge at Ch. 140.050 RHS on Vadodara_Bharuch Section of NH_48 in the state of Gujarat] [NHAI/PIU-Bharuch/TENDERS/2023][2023_NHAI_143063_1],National Highways Authority of India||RO-Gandhinagar - NHAI||Bharuch - NHAI
191,1/27/2023 13:45,2/9/2023 11:00,2/10/2023 12:00,[Installation of Baffle Sheet on Flyover of NH_48 at Darjipura and Harini in the state of Gujarat] [NHAI/PIU-Bharuch/Tenders/2023][2023_NHAI_143015_1],National Highways Authority of India||RO-Gandhinagar - NHAI||Bharuch - NHAI
192,1/27/2023 12:35,2/20/2023 15:00,2/21/2023 15:00,"[SUPPLY INSTALLATION AND COMMISSIONING OF NEW AUDIO-CONFERENCING SYSTEM AT BOARD ROOM, MP HALL AND NGMC ] [GAIL/NOIDA/CNP/GT/22188][2023_GAIL_143026_1]",GAIL (India) Limited||GAIL India Limited- Noida
193,1/26/2023 9:00,2/22/2023 12:30,2/23/2023 13:00,[NON-Touch 23.8 inch ALL IN PC] [9-08/PUR/SKP/22-23/P-50(68)][2023_CSIR_143012_1],Council of Scientific and Industrial Research||IITR-Lucknow - CSIR||Purchase-IITR - CSIR
194,1/25/2023 18:55,2/13/2023 13:00,2/14/2023 15:00,"[Design, Supply, Installation, Testing and Commissioning of Roof Top Grid Connected 40kWp Solar Photo Voltaic (PV) Power Plant at Visakhapatnam Airport] [AAI/VZ/ENGG(E)/CAPITAL/5][2023_AAI_142320_1]",Airports Authority of India||Southern Region - AAI||VIZAG - AAI||ENGG ELECT-VOVZ - AAI
195,1/25/2023 18:45,2/9/2023 11:00,2/10/2023 12:30,[Urgent repair and maintenance works for Angul SAmbalpur section of NH 55vfrom km 142.920 to 150.010 and from km 242.705 to km 252.000 in the state of Odisha 3rd call] [NHAI/13012/43/RO/OD/2022][2023_NHAI_143006_1],National Highways Authority of India||RO-Bhubaneswar - NHAI
196,1/25/2023 18:40,2/8/2023 15:00,2/9/2023 15:00,[Operation and Maintenance of Four Lane NH Connectivity to ICTT Vallarpadam (Ch.Km 0.000 to Ch.Km 17.121) Section on NH-966A (Old NH 47 C) in the State of Kerala for the period of Five years] [11202/RO-Kerala/Tender -Contractor/0111 ][2023_NHAI_142970_1],National Highways Authority of India||RO-Thiruvananthapuram - NHAI
197,1/25/2023 18:00,2/20/2023 17:00,2/22/2023 11:00,[Replacement of IRP plants in Metro residential colony and other allied works at NSCBI Airport Kolkata] [AAI/EMD-II/Replecment_IRP/2023][2023_AAI_140299_1],Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG ELECT-VECC - AAI
198,1/25/2023 18:00,2/16/2023 15:00,2/17/2023 15:30,"[Operation and Comprehensive Maintenance of EMS at E10B Saraidhela TE, Dhanbad BA. (Single Stage Bidding and Two Stage Opening) (2nd call)] [NIT/RCH/2022-23/95][2023_BSNL_140477_2]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jharkhand Telecom Circle||CE (Electrical)
199,1/25/2023 18:00,2/16/2023 15:00,2/17/2023 15:30,[Annual Periodical Maintenance and Operation of E And M Installations at C. A. Porbandar for two years (2023-25)] [AAI/RHQ/WR/POR/AGM(EE)/4/22-23][2023_AAI_140700_1],Airports Authority of India||Western Region - AAI||RHQ-WR - AAI||ENGG ELECT-WR - AAI
200,1/25/2023 17:30,2/20/2023 15:00,2/21/2023 15:00,"[Construction of staff quarters, station building, platform and all other ancillary works for Melli Railway Station ] [IRCON/2046/NFR-SRRP/Melli Station/248][2023_IRCON_142515_1]",IRCON International Limited||Eastern Region - IRCON||Sivok - Rangpo - IRCON
201,1/25/2023 17:30,2/11/2023 14:00,2/13/2023 14:00,[PROVIDING OF SECURITY CARE TAKING AND LOSS PREVENTION SERVICES ALONG JHBDPL PIPELINE INSTALLATIONS AND OFFICES UNDER BIHAR REGION.] [GAIL/3040/20109452/2022/SN-101][2023_GAIL_142892_1],GAIL (India) Limited||GAIL India Limited- Ranchi
202,1/25/2023 17:00,2/21/2023 11:00,2/22/2023 11:00,[Supply Installation Commissioning Training of Inductively Coupled Plasma-Oplical Emission spectrometer] [CIMFR/PUR-14(2)2022][2023_CSIR_142962_1],Council of Scientific and Industrial Research||CIMFR-Dhanbad - CSIR
203,1/25/2023 16:00,2/8/2023 15:00,2/9/2023 16:00,"[Empanelment of Contractors for Development/Construction, Operation and Maintenance of Eco Parks at 9 different areas of Jharkhand, India (2nd Call)] [WAP/ROPEWAYS/2022-23/09/2nd Call][2023_WAPCO_142929_1]",WAPCOS Limited||Centre for Infrastructure Development||Ropeways - CID
204,1/25/2023 15:20,2/13/2023 11:30,2/14/2023 11:30,"[Selection of a Suitable Consortium Partner for Supply, Installation and Commissioning, of OTN (Optical Transport Network) equipment under OTN Phase-4 project on turnkey basis in BSNL Pan India] [TCIL/ITTII/66/2022B][2023_TCIL_142909_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Telecom Consultancy Division - TCIL
205,1/25/2023 12:35,2/15/2023 12:30,2/16/2023 12:30,"[Supply, installation and commissioning of Multipurpose Filling, Sealing and Packaging Facilities for different types solid, powdered, semi-solid, liquid and paste type of products ] [1(PEQ)/15/22-23/PUR/T-47][2023_CSIR_142887_1]",Council of Scientific and Industrial Research||NEIST-Jorhat - CSIR||Purchase-NEIST - CSIR
206,1/25/2023 9:00,2/14/2023 11:00,2/15/2023 11:30,[Engagement of user fee collection agency on the basis of CB through etender for Ramnagar Gansiyari FP at km 118.400 on Pratapgarh to Allahabad Bypass Road Junction Sec of NH96(New NH-330) from km 100.800 to km 135.200 in Uttar Pradesh] [NHAI/13013/547/ CO/22-23/CB/Ramnagar Gansiyari FP ][2023_NHAI_142850_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
207,1/24/2023 18:55,2/9/2023 14:00,2/10/2023 15:00,[Transportation of turbine components from NTECL Vallur to other NTPC stations and Omega Industries Bhopal ] [CS-5141(R)][2023_NTECL_142702_1],NTECL
208,1/24/2023 18:30,2/14/2023 11:00,2/15/2023 11:30,[Misc. Minor Capital Works FY 2022 23. S.H. Construction of Cooling Pit and raising of height of existing perimeter boundary wall along city road and railway track at Cooch Behar Airport.] [AAI/BD/Engg.(C)/NIT-06/2022-23][2023_AAI_142827_1],Airports Authority of India||Eastern Region - AAI||BAGDOGRA - AAI||ENGG CIVIL-VEBD - AAI
209,1/24/2023 18:00,3/10/2023 11:00,3/13/2023 11:30,[Tolling Operation Maintenance and Transfer of 4 lane Allahabad Bypass section (from Km 628.753 to Km 713.461) of NH-2 (New NH-19) in the state of Uttar Pradesh (TOT Bundle 11) on Toll Operate Transfer (TOT) Mode.] [NHAI/AM/TOT/2022-23/TOT Bundle 11 and 12/1][2023_NHAI_142822_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
210,1/24/2023 18:00,2/15/2023 15:00,2/16/2023 15:00,"[SUPPLY,INSTALLATION AND COMMISSIONING OF ENGINE TEST SET UP ] [PUR/37/CAMM/AM/E/2022-23][2022_CSIR_129019_2]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR
211,1/24/2023 17:30,2/13/2023 15:00,2/14/2023 15:00,[Construction of New Supporting Wall in each span of existing Multiple Box Cell Minor Bridge at Km. 53 005 along with rehabilitation work as per approved scheme] [IPBTL/1034/BPHP/Rehab MB 53 005/ET 14][2023_IRCON_142394_1],IRCON International Limited||Rajasthan - IRCON||Bikaner - Phalodi Highway - IRCON
212,1/24/2023 16:00,2/14/2023 15:00,2/15/2023 15:00,[License for RETAIL TR STALL] [AAI/AYODHYA/TRSTALL][2023_AAI_142772_1],Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||COMMERCIAL-NR - AAI
213,1/24/2023 15:00,2/13/2023 15:00,2/14/2023 15:00,[REPAIR OF SMPS POWER PLANT MODULES AND CONTROL PANELS MCM TESTING OF BATTERIES OF VARIOUS MAKES INCLUDING ALL TYPES OF SPARES WORKING IN VARIOUS EXCHANGES UNDER OA SOUTH ON CALL BASIS] [GM/OA-South /PP-Rep/22-23][2023_BSNL_142738_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Calcutta Telephone District||PGM (NWO-II)/CFA, Kolkata TD||DGM (South)"
214,1/24/2023 15:00,2/13/2023 15:30,2/17/2023 9:00,[IIFCL/NPA/Swiss Challange/2022-23] [IIFCL/NPA/Swiss Challenge/2022-23][2023_IIFCL_142727_1],India Infrastructure Finance Company Limited
215,1/24/2023 14:30,2/13/2023 14:00,2/14/2023 14:30,[Development of Playground and Construction of viewing Gallery at OSCOM Housing Colony] [12/20872][2023_IREL_142715_1],IREL (INDIA) Limited||Corporate Office Mumbai - IREL
216,1/24/2023 14:00,2/13/2023 17:00,2/14/2023 17:00,"[ARMO of EandM Installations of DWR Building for IMD at DBAI Airport, Nagpur. SH- Operation and Maintenance of EandM Installations. Year 2022-23.] [AAI/NGP/E-E/22-23/09/W-5/DWR][2023_AAI_142731_1]",Airports Authority of India||Western Region - AAI||NAGPUR - AAI||ENGG CIVIL-VANP - AAI
217,1/24/2023 14:00,3/11/2023 14:00,3/13/2023 15:00,[Expression of Interest EOI or BID for Operation and Maintenance of Highway Nest Mini Facilities or amenities at Km 64.450 LHS at Dhyani Samba on NH44 in the UT of Jammu and Kashmir (3rd call)] [NHAI/ROJammu/22-23/HNM/DYS-03][2023_NHAI_142754_1],National Highways Authority of India||RO-Jammu - NHAI
218,1/24/2023 12:50,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation, etc. of Mid-end Ultrasound Machine for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
219,1/24/2023 12:50,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation, etc. of High End Ultrasound System for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
220,1/24/2023 12:50,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation, etc. of Fibre Optic Bronchoscope/ video Endoscope for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
221,1/24/2023 12:50,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation, etc. of Blood and Fluid Warmer for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
222,1/24/2023 12:50,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation, etc. of Cryo-Radiofrequency Ablation Machine for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
223,1/24/2023 12:00,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation, etc. of Integrated and Peri-Operative Anesthesia Charting System for OT, ICU, Ward and Recovery for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
224,1/24/2023 12:00,2/14/2023 15:30,2/15/2023 15:30,"[SUPPLY, INSTALLATION AND COMMISSIONING OF DATA ACQUISITION SYSTEM] [PUR/301/DMSE/RK/E/2022-23][2023_CSIR_142315_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR
225,1/24/2023 9:55,2/21/2023 10:00,2/22/2023 11:00,"[Operation of Regulator Gates at Palla, Boinchee, Hoera, Gopalpur and Pandua under Navigation Sub division , BANDI, Pandua for a period of 12(Twelve)months.] [DVC/Tender/Navigation ( East Zone) 00034 ][2023_DVC_142566_1]",Damodar Valley Corporation||Maithon - DVC||C and M
226,1/23/2023 18:00,3/6/2023 9:00,3/7/2023 15:00,"[SUPPLY, INSTALLATION AND COMMISSIONING OF DIFFERENTIAL SCANNING MICROCALORIMETER] [IICB/PUR/599/495/27/2022-23][2023_CSIR_142603_1]",Council of Scientific and Industrial Research||IICB-Koolkatta - CSIR||Purchase-IICB - CSIR
227,1/23/2023 16:30,2/13/2023 13:00,2/14/2023 14:00,[PROVIDING AND FIXING OF CONCERTINA COIL ON BOUNDARY WALL OF GAIL TOWNSHIP AT BHARUCH] [GAIL/GDR/LPG/CNP/W2K2251][2023_GAIL_140974_1],GAIL (India) Limited||GAIL India Limited- Gandhar
228,1/23/2023 11:45,2/21/2023 15:00,2/22/2023 15:00,"[NIT for Supply, Installation and Commissioning Gas Chromatograph with Flame Ionization Detector (GC-FID)] [CIMAP/PUR-438(01)2022][2023_CSIR_142574_1]",Council of Scientific and Industrial Research||CIMAP-Lucknow - CSIR||Purchase-CIMAP - CSIR
229,1/23/2023 11:30,2/13/2023 15:30,2/14/2023 15:30,"[SUPPLY, INSTALLATION AND COMMISSIONING OF CUSTOMIZED 4 AXES 2P2R MOTION STAGE WITH JOINT SENSORS] [PUR/311/RA/RM/E/2022-23][2023_CSIR_142326_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR
230,1/21/2023 14:30,2/10/2023 15:00,2/11/2023 15:00,[Special repairs to Boundary wall and construction of retaining wall at AAI residential colony of Visakhapatnam Airport] [AAI/VZ/Engg(C)/BW and RW/2022-23][2023_AAI_142414_1],Airports Authority of India||Southern Region - AAI||VIZAG - AAI||ENGG CIVIL-VOVZ - AAI
231,1/21/2023 14:00,2/10/2023 14:00,2/11/2023 14:30,[Civil work for Caustic Storage Tank Foundation and Dyke wall at REEP ] [12/20686][2023_IREL_142472_1],IREL (INDIA) Limited||Corporate Office Mumbai - IREL
232,1/21/2023 14:00,2/13/2023 14:00,2/16/2023 14:30,"[Special repairs of water proofing treatment over roof of filter house, sub-station located at Water Treatment Plant and Dumerbahal pumping station, Junior Staff club, Multi-purpose hall, old factory school and replacement of damaged doors and windows] [3012/Genl/TE-18/EO(C)/2022-23][2023_MIL_142344_1]",Munitions India Limited||Ordnance Factory Badmal Bolangir Odisha
